level_0,index,거래일,거래금액,전용면적,구주소,도로명주소,아파트,층,건축년도,법정동,구,환산가격,환산m2당가격,인구밀도,학원갯수,위경도,위도,경도,역거리,공원거리,대학거리,대형병원거리,전통시장거리,상권거리,투기지구,강남3구,마용성,노도강
231,19389,2021-02-22,87500,84.64,인의동 48-2,종로 183.0 0.0,효성쥬얼리시티,7,2006.0,인의동,종로구,88581.343,1046.566,3657.0,6.0,"{'lat': '37.5714829206881', 'lng': '126.998666645245'}",37.5714829206881,126.998666645245,0.2872250967231776,0.9164772555151817,0.9495012429884497,0.8079904057169492,0.10631509517948842,0.19771398162589754,1,0,0,0
240,65337,2020-11-27,149000,84.97,한남동 799,유엔빌리지3길 2.0 0.0,효성빌리지,5,2000.0,한남동,용산구,160605.593,1890.145,7622.0,21.0,"{'lat': '37.5330091348787', 'lng': '127.012221435924'}",37.5330091348787,127.012221435924,0.4804572037795647,2.8154173158032116,1.399635880359829,3.55334682121961,1.2369557807019778,0.5471400062285396,1,0,1,0
242,71085,2017-12-26,75700,84.78,성수동1가 706,상원길 63.0 0.0,쌍용,3,1997.0,성수동1가,성동구,88564.326,1044.637,11500.0,57.0,"{'lat': '37.5495119117826', 'lng': '127.047110331737'}",37.5495119117826,127.047110331737,0.25983947234809845,0.7003605476439907,0.5567867720020196,1.1547684543294907,1.2506496058769807,1.3604767837076548,1,0,1,0
243,108524,2019-08-16,104500,84.99,구의동 631-1,광나루로56길 29.0 0.0,현대프라임,2,1997.0,구의동,광진구,113523.633,1335.729,29096.33333333333,257.0,"{'lat': '37.5373977464389', 'lng': '127.097621063329'}",37.5373977464389,127.097621063329,0.3643731762997162,1.61960336431325,1.5441325917201258,1.6290098444560448,1.2193028584321124,0.26294718301812475,0,0,0,0
245,322533,2017-04-05,118000,84.9145,방배동 424-28,방배천로18길 11.0 0.0,롯데캐슬아르떼,7,2013.0,방배동,서초구,150609.84,1773.665,18193.33333333333,420.0,"{'lat': '37.4836231357856', 'lng': '126.984446674831'}",37.4836231357856,126.984446674831,0.9150161163577751,2.6229440080212068,1.1565643136725692,2.6870517653326975,1.2566770015578868,0.5723414417425724,1,1,0,0
248,375797,2019-07-23,43000,84.75,천호동 35-12,양재대로131길 45.0 0.0,태천아파트,5,2003.0,천호동,강동구,49391.646,582.792,31222.0,122.0,"{'lat': '37.5464367567403', 'lng': '127.140810392961'}",37.5464367567403,127.140810392961,0.2093289717514707,0.7181440023440613,3.05080254208535,3.686018097698371,0.49497800080288873,0.6410998048310574,1,0,0,0
250,312751,2018-08-11,57800,84.9,응암동 762,백련산로 160.0 0.0,녹번역센트레빌,3,2013.0,응암동,은평구,63878.032,752.391,34293.333333333336,173.0,"{'lat': '37.5986184438228', 'lng': '126.926703301824'}",37.5986184438228,126.926703301824,0.8378272935253666,2.2578681130302045,1.233546138863806,4.22776941475076,0.3974283103969707,1.2543400206961783,0,0,0,0
256,284830,2018-07-19,39700,84.99,중계동 49,중계로8길 39.0 0.0,현대그린,9,1998.0,중계동,노원구,46533.472,547.517,26184.75,619.0,"{'lat': '37.6469665895494', 'lng': '127.084474372634'}",37.6469665895494,127.084474372634,1.7956463670538239,2.086607144680209,1.6858008085378529,6.584511100021539,1.9221478778031054,1.5996671287320336,1,0,0,1
259,160361,2019-02-20,83000,84.908,신도림동 644,경인로 643.0 0.0,동아2,10,2000.0,신도림동,구로구,92744.852,1092.298,24722.0,114.0,"{'lat': '37.5085457625955', 'lng': '126.885892478427'}",37.5085457625955,126.885892478427,0.47695565099828785,3.013754582428862,1.8297453008295008,1.8196758939952304,2.0100603793251635,0.31036121586425297,0,0,0,0
264,386950,2017-06-16,42700,84.89,신림동 1702-1,신림로48길 17.0 20.0,건영4,11,1997.0,신림동,관악구,50796.995,598.386,23141.81818181818,326.0,"{'lat': '37.4803693369171', 'lng': '126.933100688351'}",37.4803693369171,126.933100688351,0.5203634462338037,1.8588914279307265,2.687613433799652,3.8225625510294736,0.4767998501792425,0.38346135381930274,0,0,0,0
265,87714,2017-10-28,148000,84.67,도곡동 538-3,도곡로 320.0 0.0,래미안도곡카운티,21,2016.0,도곡동,강남구,186880.575,2207.164,26863.0,164.0,"{'lat': '37.4950874160645', 'lng': '127.050531237683'}",37.4950874160645,127.050531237683,0.24294361944180226,0.7191110118304066,2.9753891844713003,3.342030748056809,1.0381227269561142,0.46887674767272713,1,1,0,0
266,178748,2021-03-01,57300,84.99,시흥동 1010,금하로 793.0 0.0,벽산,7,2000.0,시흥동,금천구,58806.66,691.924,17119.8,183.0,"{'lat': '37.451951295722', 'lng': '126.919034001866'}",37.451951295722,126.919034001866,2.248986434561441,1.4415499277539925,3.978365710521168,5.394795803888402,1.534801087154692,1.0943712931910228,0,0,0,0
269,269311,2020-12-01,58000,84.96,방학동 274,도당로 37.0 0.0,삼익세라믹아파트,6,1988.0,방학동,도봉구,61001.21,717.999,26365.0,140.0,"{'lat': '37.6611236514876', 'lng': '127.034044277256'}",37.6611236514876,127.034044277256,1.1462218700105868,0.23987971031627767,2.0203757317461624,7.62784614548173,0.5270919112952227,1.5383772984336568,0,0,0,1
273,154986,2017-10-18,32500,84.96,개봉동 60-101,고척로 85.0 0.0,거성푸르뫼,12,1993.0,개봉동,구로구,38822.299,456.948,30315.0,146.0,"{'lat': '37.5009278554889', 'lng': '126.843492595613'}",37.5009278554889,126.843492595613,0.7307685662862291,0.5819242900730832,0.8388178548465772,3.779722482540115,0.5082104982285747,0.5815927474698676,0,0,0,0
275,221683,2020-09-03,51500,84.02,면목동 138-28,겸재로27길 41.0 0.0,한강훼미리(138-28),6,2004.0,면목동,중랑구,54099.319,643.886,24948.83333333333,171.0,"{'lat': '37.5894123423683', 'lng': '127.084163245238'}",37.5894123423683,127.084163245238,0.30851630842531763,1.3018109089896412,1.2071765509544492,2.9382179257930514,0.268029427414671,0.9800807117149865,0,0,0,0
277,79944,2020-11-07,169500,84.51,옥수동 528,매봉길 50.0 0.0,옥수파크힐스101동~116동,16,2016.0,옥수동,성동구,176659.62,2090.399,13561.0,60.0,"{'lat': '37.5484774843118', 'lng': '127.013994845948'}",37.5484774843118,127.013994845948,0.1726808408804986,0.45027063647954924,2.952377041253506,2.919909909807876,0.7662622529332556,2.1966982591171367,1,0,1,0
280,327064,2018-01-06,90000,84.77,우면동 737,태봉로2길 30.0 0.0,서초네이처힐6단지,16,2013.0,우면동,서초구,107764.709,1271.26,7536.0,70.0,"{'lat': '37.4614498491198', 'lng': '127.026490636114'}",37.4614498491198,127.026490636114,1.4203063860020413,0.7760182994854373,3.353747667194673,4.857466463039404,2.740464396774167,0.7986368733360557,1,1,0,0
283,138463,2019-05-28,72500,84.914,화곡동 1091,화곡로13길 107.0 0.0,화곡푸르지오,9,2002.0,화곡동,강서구,80767.969,951.174,36250.125,342.0,"{'lat': '37.5446220190794', 'lng': '126.831442765438'}",37.5446220190794,126.831442765438,0.6302926502727927,1.5958834616549844,1.0976490139349935,4.931025410083615,0.4433161629756477,1.8897787889222797,1,0,0,0
286,110695,2020-12-01,130500,84.86,광장동 566,아차산로 503.0 23.0,청구,5,1996.0,광장동,광진구,135521.755,1597.004,14575.0,111.0,"{'lat': '37.542465879397', 'lng': '127.096292344384'}",37.542465879397,127.096292344384,0.7149962756736581,1.1090625244268677,1.1284700936252026,2.1617039877550868,0.7721507600939912,0.7580260042897007,0,0,0,0
288,261938,2018-11-14,41000,84.94,도봉동 30-1,마들로 859.0 19.0,한신,12,1995.0,도봉동,도봉구,45041.618,530.276,17458.0,42.0,"{'lat': '37.6857374077837', 'lng': '127.048060587395'}",37.6857374077837,127.048060587395,0.42924500993453674,0.4279692917541722,4.898596809464948,10.215850706894342,1.8250211010204653,3.643214803666904,0,0,0,1
290,388104,2017-10-25,39500,83.21,신림동 1714,호암로 399.0 0.0,삼성산주공(주공3단지),22,2000.0,신림동,관악구,46400.367,557.63,23141.81818181818,326.0,"{'lat': '37.46250743022', 'lng': '126.926129237992'}",37.46250743022,126.926129237992,2.432885074682938,1.1091479434597349,2.990991028612459,4.91301006217099,1.0056614126963774,1.4238262470110752,0,0,0,0
293,333658,2020-04-18,128000,84.91,방배동 1038,효령로 84.0 0.0,대우(효령),3,1992.0,방배동,서초구,143631.355,1691.572,18193.33333333333,420.0,"{'lat': '37.4795610823521', 'lng': '126.993898555084'}",37.4795610823521,126.993898555084,0.38658698004876657,1.6810630214686006,0.27950186273315447,2.6326071810590896,1.8844634724837688,0.44017517803375844,1,1,0,0
297,155918,2018-01-20,44500,84.23,구로동 1274,시흥대로161길 50.0 0.0,신성미소지움,6,2003.0,구로동,구로구,52474.768,622.994,29127.4,212.0,"{'lat': '37.479457829213', 'lng': '126.896643712778'}",37.479457829213,126.896643712778,0.7702716514322427,4.369378829553615,3.3951040640513153,1.7553359176498484,1.4237031872750987,0.7235275426287321,0,0,0,0
300,2626,2017-11-18,42300,84.78,홍은동 455,세검정로1길 95.0 0.0,홍은동벽산,6,1997.0,홍은동,서대문구,48236.176,568.957,13865.0,110.0,"{'lat': '37.5953795593755', 'lng': '126.944732392243'}",37.5953795593755,126.944732392243,0.7075045430702647,1.6419185388911115,0.3610349061335648,3.6090365754997604,0.4512647477494323,3.7730089982914037,0,0,0,0
305,58901,2017-04-21,82000,84.64,한남동 808,대사관로11길 21.0 0.0,대림아르빌,6,2005.0,한남동,용산구,103981.225,1228.512,7622.0,21.0,"{'lat': '37.5349846633834', 'lng': '127.001357596006'}",37.5349846633834,127.001357596006,0.5176643976211058,2.130388138652089,0.686016376705104,3.724604801840836,0.8709828646807929,0.4652772348014919,1,0,1,0
311,378700,2020-01-11,116000,84.81,암사동 414-2,고덕로 131.0 0.0,롯데캐슬퍼스트,17,2008.0,암사동,강동구,126442.292,1490.889,18058.33333333333,194.0,"{'lat': '37.5566230974592', 'lng': '127.143039980028'}",37.5566230974592,127.143039980028,0.5902047530247599,0.7736412755468823,3.4525752821109124,4.615684320093537,0.5607713190927238,0.546628387352017,1,0,0,0
313,133602,2018-02-27,49500,84.91,염창동 254-2,양천로75길 22.0 21.0,이너스내안에,11,2004.0,염창동,강서구,58502.987,689.0,24002.0,132.0,"{'lat': '37.5507409739319', 'lng': '126.876382201086'}",37.5507409739319,126.876382201086,1.472978945799021,1.0352652724886862,1.9726640932440342,1.8229042471041812,1.5733976789985173,2.256141092157619,1,0,0,0
315,262045,2018-12-20,40400,84.86,도봉동 595,도봉로169길 31.0 0.0,럭키,10,1992.0,도봉동,도봉구,44423.127,523.487,17458.0,42.0,"{'lat': '37.6792280982444', 'lng': '127.044416589132'}",37.6792280982444,127.044416589132,0.11018904032153928,1.1925988257711626,4.1236031123560055,9.507405291592045,1.0377777097982128,2.937987680882972,0,0,0,1
328,185614,2018-04-30,76600,84.908,영등포동 647,도신로29길 28.0 0.0,영등포푸르지오,17,2002.0,영등포동,영등포구,89955.204,1059.443,23214.5,26.0,"{'lat': '37.5115335007354', 'lng': '126.90238989779'}",37.5115335007354,126.90238989779,0.6390396806672101,0.848161824204778,3.2798952847834735,2.646136413309953,0.39765912714484875,0.5483854003460085,1,0,0,0
329,310207,2017-12-27,47800,84.81,증산동 248,증산로 285.0 0.0,증산중앙하이츠,7,2001.0,증산동,은평구,54982.468,648.302,18560.0,43.0,"{'lat': '37.5831532545845', 'lng': '126.908243661665'}",37.5831532545845,126.908243661665,0.14733232417596306,2.389807568798694,2.0430176374276194,3.695920200425812,0.33908409189735694,3.5061090831763537,0,0,0,0
334,312818,2018-08-30,35800,84.63,역촌동 21-21,진흥로1라길 12.0 0.0,두성,3,2004.0,역촌동,은평구,39564.594,467.501,39441.0,115.0,"{'lat': '37.6049881455562', 'lng': '126.917125868537'}",37.6049881455562,126.917125868537,0.5080644911260678,1.3350413881512297,0.5590813412513307,5.1884493448210165,0.9259393000949112,1.2361932183334399,0,0,0,0
335,8583,2020-02-04,64000,84.99,홍제동 463,문화촌길 6.0 24.0,문화촌현대,11,2002.0,홍제동,서대문구,66899.851,787.15,17235.666666666668,138.0,"{'lat': '37.5922766950616', 'lng': '126.949493139598'}",37.5922766950616,126.949493139598,0.6202995308099246,1.6636111559525442,0.6081210347918679,3.093025424636966,0.5371307353649474,3.274852599072265,0,0,0,0
346,212285,2017-05-17,45000,84.99,신내동 656,신내로 155.0 0.0,화성.두산아파트,11,1995.0,신내동,중랑구,51567.961,606.753,18585.5,169.0,"{'lat': '37.6136323565234', 'lng': '127.095137479055'}",37.6136323565234,127.095137479055,0.5225857427904942,0.41283204226481657,3.0687769192299834,4.441619505567498,0.6465979513151976,3.643994339906929,0,0,0,0
347,130324,2017-07-22,45700,84.95,등촌동 631-9,공항대로59길 103.0 0.0,대동황토방,4,2000.0,등촌동,강서구,56024.115,659.495,33086.0,189.0,"{'lat': '37.5559200375489', 'lng': '126.862254058442'}",37.5559200375489,126.862254058442,0.16711086100073633,0.2089902898533349,1.0755153201954837,3.04020542087998,0.2013364502547346,1.0578636901630163,1,0,0,0
352,148984,2021-06-10,108500,84.53,내발산동 753,수명로1길 16.0 0.0,마곡수명산파크4단지,7,2008.0,내발산동,강서구,112032.76,1325.361,22076.0,293.0,"{'lat': '37.5512348671569', 'lng': '126.823351155728'}",37.5512348671569,126.823351155728,1.0120115326915613,1.9306822777929207,1.6977953406220225,5.798306480204903,1.1251743106908527,1.6366974638773244,1,0,0,0
354,19066,2020-07-21,109500,84.0284,무악동 88,통일로18길 34.0 0.0,인왕산2차아이파크,4,2015.0,무악동,종로구,112531.088,1339.203,23047.0,22.0,"{'lat': '37.5757370932777', 'lng': '126.959608792807'}",37.5757370932777,126.959608792807,0.20905700764433394,0.6873358317060564,0.7985105865203374,1.0720457745368732,0.980901953604872,1.0020772538180418,1,0,0,0
356,5153,2018-08-11,90000,84.95,북가좌동 481,수색로 100.0 0.0,DMC래미안e편한세상,14,2012.0,북가좌동,서대문구,97026.281,1142.158,35457.5,128.0,"{'lat': '37.5726489857162', 'lng': '126.910550761779'}",37.5726489857162,126.910550761779,0.6348481595355501,1.1666393271291071,1.3918457522679666,2.911926328209772,0.48745367579612847,2.8298118013813984,0,0,0,0
357,238972,2020-02-22,84000,84.96,길음동 1279,길음로9길 40.0 0.0,길음뉴타운1단지(래미안길음1차),3,2003.0,길음동,성북구,89368.009,1051.883,38593.0,153.0,"{'lat': '37.6058391908289', 'lng': '127.020250058627'}",37.6058391908289,127.020250058627,0.5021565180047506,1.120710840870493,1.2167121462627837,1.7997125349390968,0.3712422885470934,0.562911045361107,0,0,0,0
363,374187,2018-10-19,76700,84.34,둔촌동 621,동남로49길 60.0 5.0,초원동아,11,1997.0,둔촌동,강동구,84044.016,996.491,12724.0,69.0,"{'lat': '37.5331699961526', 'lng': '127.145855118684'}",37.5331699961526,127.145855118684,0.7289337363417865,0.8062320623641441,1.9153291983604475,3.411215502337124,0.5108723576971688,0.7567773582920212,1,0,0,0
365,225847,2017-05-24,39000,84.95,정릉동 435,정릉로26길 8.0 0.0,중앙하이츠빌2단지,6,2005.0,정릉동,성북구,46721.087,549.983,18528.0,141.0,"{'lat': '37.6037394590557', 'lng': '127.010309279898'}",37.6037394590557,127.010309279898,0.29912194094194533,1.011597582102235,1.2683101007707838,2.1082540165772246,0.2523494416743926,0.4536801421970139,0,0,0,0
368,297438,2020-04-03,55500,84.96,중계동 515-2,덕릉로 517.0 0.0,건영2,1,1991.0,중계동,노원구,62013.666,729.916,26184.75,619.0,"{'lat': '37.6470012906428', 'lng': '127.066099834282'}",37.6470012906428,127.066099834282,0.311987098176497,3.167194584293317,0.3004796064666095,6.046768410711043,1.4631573930406012,0.7283507335636288,1,0,0,1
371,276966,2017-07-26,42150,84.881,공릉동 108,노원로 58.0 0.0,우방아파트,5,2000.0,공릉동,노원구,50249.772,592.003,16225.0,167.0,"{'lat': '37.6266499248028', 'lng': '127.087314103707'}",37.6266499248028,127.087314103707,0.7679502392620909,4.175852578856905,0.2793952041594313,4.82963004489438,0.9808731998378551,2.2964506160238343,1,0,0,1
378,319722,2021-02-09,100000,84.37,응암동 760,백련산로 38.0 0.0,백련산힐스테이트2차,1,2011.0,응암동,은평구,102916.412,1219.822,34293.333333333336,173.0,"{'lat': '37.5908269199714', 'lng': '126.923546818296'}",37.5908269199714,126.923546818296,0.874581868485569,2.401509668283818,1.4711712272175472,3.521448738212768,0.5162976981698998,2.1623485870477217,0,0,0,0
379,140319,2019-10-28,119200,84.99,마곡동 743,마곡서1로 100.0 0.0,마곡엠밸리6단지,11,2014.0,마곡동,강서구,132291.27,1556.551,12957.25,224.0,"{'lat': '37.565321846623', 'lng': '126.820481062137'}",37.565321846623,126.820481062137,0.42112851406334206,1.702558340215409,2.6353933143844066,6.6417291562519924,0.984509450588327,1.0581003710569838,1,0,0,0
382,191875,2020-06-20,95000,84.908,영등포동 647,도신로29길 28.0 0.0,영등포푸르지오,23,2002.0,영등포동,영등포구,102659.802,1209.071,23214.5,26.0,"{'lat': '37.5115335007354', 'lng': '126.90238989779'}",37.5115335007354,126.90238989779,0.6390396806672101,0.848161824204778,3.2798952847834735,2.646136413309953,0.39765912714484875,0.5483854003460085,1,0,0,0
385,142787,2020-03-09,57500,84.3147,내발산동 675-9,우장산로6길 52.0 0.0,청솔샤르망1002동,5,2005.0,내발산동,강서구,62535.232,741.688,22076.0,293.0,"{'lat': '37.5532650150328', 'lng': '126.838927486989'}",37.5532650150328,126.838927486989,0.5504235264307761,0.5392870072677581,0.5442684832210566,4.58629112007077,0.5786403380856335,0.7682441314379421,1,0,0,0
386,257712,2017-11-01,29000,84.87,방학동 271-1,방학로 193.0 0.0,신동아아파트1,1,1986.0,방학동,도봉구,33569.223,395.537,26365.0,140.0,"{'lat': '37.6609347988243', 'lng': '127.0267260331'}",37.6609347988243,127.0267260331,1.538460832595198,0.482186862125463,1.5624458683835636,7.761746283020047,0.9254281044939789,2.0846360326108297,0,0,0,1
388,180701,2017-04-03,65700,84.6,당산동5가 7-2,선유동2로 56.0 0.0,유원제일2차,11,1984.0,당산동5가,영등포구,82996.258,981.043,24459.0,64.0,"{'lat': '37.5330576470523', 'lng': '126.898553578207'}",37.5330576470523,126.898553578207,0.36006485526640347,1.1604811404016802,3.1805581762614175,1.1342692381186261,0.4463373368462585,0.15790830570783987,1,0,0,0
392,9689,2020-06-22,117000,84.968,남가좌동 384,가재울미래로 2.0 0.0,DMC파크뷰자이2단지,4,2015.0,남가좌동,서대문구,122222.377,1438.452,35325.0,94.0,"{'lat': '37.5740276710285', 'lng': '126.9150411722'}",37.5740276710285,126.9150411722,0.6169031518017242,0.8924374160767619,0.99107336502788,2.625811304762056,0.3183545727765711,2.620829530659062,0,0,0,0
